"","x"
"910",9664.77075663105
"911",11318.6111816274
"912",11127.6073201571
"913",16689.1058151702
"914",10839.9687996061
"915",12210.4093703992
"916",11666.796642635
"917",14161.771256778
"918",13452.0460347845
"919",11042.5638763929
"920",17500.2986945294
"921",9539.32493288269
"922",8785.12745169429
"923",15557.6053601285
"924",15751.2503164491
"925",10459.3569704967
"926",8356.00175297713
"927",14285.1008965931
"928",10970.5918281211
"929",10826.3320608652
"930",12555.9941302773
"931",9286.15612377196
"932",13649.0857322918
"933",8423.00366730493
"934",9085.75778215751
"935",10405.395081685
"936",12864.0589982152
"937",9190.11859520166
"938",11771.8119752749
"939",15252.8425753143
"940",14924.9080279145
"941",18725.2978416187
"942",12277.8937434292
"943",16326.3806516875
"944",11269.5383051146
"945",12257.813954819
"946",13873.7693506247
"947",9901.3741984287
"948",14370.2171805674
"949",10860.9591601869
"950",11612.6049338064
"951",13797.1961348654
"952",13537.3126820355
"953",10926.4751257755
"954",10991.3542253127
"955",11618.9215117255
"956",11228.7573489377
"957",11741.579238195
"958",12946.0019942422
"959",17378.8908150942
"960",10198.3305868479
"961",13850.5725164504
"962",10317.3872012341
"963",10925.8948949353
"964",20432.2974539402
"965",12216.4024742678
"966",14329.2783581861
"967",8697.24814352254
"968",9976.89591054639
"969",13119.7857125913
"970",10195.7997355132
"971",10326.3990776666
"972",11343.2156409177
"973",12607.6184974136
"974",14723.4586606638
"975",10220.1368494073
"976",15582.9595536445
"977",14619.7841980377
"978",14028.1152266812
"979",10703.0296902623
"980",10450.495368675
"981",14514.7535192427
"982",16914.6159560859
"983",12520.9907870146
"984",12075.6592990678
"985",13109.8421076562
"986",14949.9285430726
"987",13507.2219589333
"988",8330.42090187479
"989",14140.2436190536
"990",19346.4977308449
"991",8093.80391174454
"992",11892.805675012
"993",10378.2322573719
"994",12045.3392977474
"995",13957.9195000707
"996",10302.4315242468
"997",12014.0570841769
"998",14347.0009657567
"999",17802.5091969359
"1000",12307.0565004652
"1001",12990.9843866904
"1002",10030.3477151032
"1003",10626.5484944137
"1004",13610.8690579737
"1005",13356.1237848396
"1006",23370.4740062617
"1007",12254.4733246957
"1008",12716.1230814808
"1009",10745.6261271665
"1010",16749.7962001883
"1011",15818.8854122769
"1012",18021.406346798
"1013",11684.202776058
"1014",11897.5044020515
"1015",13743.1806795294
"1016",12850.3120938542
"1017",14679.5696853899
"1018",16316.7056223532
"1019",13072.6166726229
"1020",12009.8674367515
"1021",10040.2076185918
"1022",23668.7647688558
"1023",12320.3048580069
"1024",8289.36912496193
"1025",10130.1608957813
"1026",9438.21454747622
"1027",13824.8699974918
"1028",12427.0274907788
"1029",10176.0059002557
"1030",19766.0323837528
"1031",11908.4219433549
"1032",16856.8420099018
"1033",13346.7940673737
"1034",17816.4447864887
"1035",16302.5935896376
"1036",11684.989439399
"1037",10419.1867797242
"1038",13554.9218779403
"1039",12509.1192104267
"1040",14964.3207370497
"1041",17617.3253034849
"1042",14545.942715072
"1043",8515.61934720739
"1044",9805.00301588452
"1045",14926.0438627435
"1046",11590.1321338317
"1047",10561.3148288071
"1048",11206.3099070265
"1049",15813.6980477577
"1050",13894.6290074466
"1051",11980.2058623861
"1052",8658.46603006361
"1053",12271.9528764863
"1054",12981.9549525414
"1055",14064.3549785196
"1056",9914.46435594736
"1057",11067.9819711843
"1058",12894.3092574104
"1059",22887.3997114385
"1060",10842.5182543041
"1061",11028.3631313091
"1062",17438.819985848
"1063",11624.8740750578
"1064",26773.1180486147
"1065",11630.0415007419
"1066",11882.1308608991
"1067",12051.1962458409
"1068",13184.9827621919
"1069",11956.6083630869
"1070",8967.95237794788
"1071",12067.1743169609
"1072",15105.6380357831
"1073",14812.7115309062
"1074",10210.2408397831
"1075",10015.0556239175
"1076",14405.9934074494
"1077",15544.464417033
"1078",13016.4909364155
"1079",11482.632584136
"1080",10159.1446264619
"1081",10501.0557128846
"1082",13938.1097542139
"1083",14350.8363603266
"1084",15010.037524625
"1085",11610.081040086
"1086",11571.7718796664
"1087",15814.2855894226
"1088",10488.4101830192
"1089",8086.40473762914
"1090",15249.0527658955
"1091",10291.0932349219
"1092",14905.6915308893
"1093",15001.5384620773
"1094",19347.5250808354
"1095",12531.0407221817
"1096",11181.1820026499
"1097",18982.4699739806
"1098",11617.5953910745
"1099",8988.82600685358
"1100",15357.2365699682
"1101",10272.4940882596
"1102",14480.8897389554
"1103",13786.1677914421
"1104",17739.366068609
"1105",24716.5678406784
"1106",9992.70267155603
"1107",8546.2034882482
"1108",12291.0895948486
"1109",20009.3079914804
"1110",10750.2666223214
"1111",20233.0055972731
"1112",12522.0558035467
"1113",13720.3247115951
"1114",14278.5639835556
"1115",10662.2857161556
"1116",21209.9793631252
"1117",12217.6289054481
"1118",10080.7087747533
"1119",14284.855354907
"1120",20877.252262908
"1121",13197.5540528079
"1122",11417.952866678
"1123",17086.3596957277
"1124",9564.61758908514
"1125",12484.6563828035
"1126",14851.7922141792
"1127",11641.2480911925
"1128",12430.2495361545
"1129",14411.5220272461
"1130",10052.5762131476
"1131",9866.65502994492
"1132",11224.1016573102
"1133",10415.9452761325
"1134",10912.9062797326
"1135",12067.7970951589
"1136",15708.3581684181
"1137",12460.3197902772
"1138",17333.2928551555
"1139",15110.3855359333
"1140",21847.0853855684
"1141",12697.0131349727
"1142",16984.8098101812
"1143",15015.734867787
"1144",11515.7606505498
"1145",9995.64734149919
"1146",13855.613041054
"1147",17403.9643995946
"1148",17033.5815756863
"1149",13768.1740255903
"1150",11801.0085094618
"1151",14289.6974422192
"1152",10653.2555684563
"1153",11752.3761830815
"1154",15900.1898177248
"1155",12695.5336562004
"1156",18337.7377448212
"1157",12523.4160255137
"1158",11020.6980647351
"1159",15924.4371720526
"1160",13871.7169779581
"1161",13518.8371920221
"1162",12998.7527092659
"1163",12143.5585217091
"1164",14779.3844691573
"1165",10332.103110461
"1166",12854.1229545336
"1167",11484.5665430686
"1168",16517.0599166795
"1169",10576.392034295
"1170",11983.7513982099
"1171",13284.7631618557
"1172",10374.6525791087
"1173",11629.7803054785
"1174",14454.1657743716
"1175",10805.3203550557
"1176",10223.7373339538
"1177",16733.6779035885
"1178",20350.4166361108
"1179",13533.4041136489
"1180",15292.455855279
"1181",20457.2691170742
"1182",15301.6667556437
"1183",19267.1493821777
"1184",13462.9701814353
"1185",9955.20044478206
"1186",10902.4451084085
"1187",10517.1052205715
"1188",16031.1897886065
"1189",13506.6591836674
"1190",15703.9213612867
"1191",13820.4325335234
"1192",14268.0135206701
